uid,canonical_key,title,authors_or_org,publisher,year,date,source_type,tier,language,geography,url,doi,arxiv_id,patent_number,jurisdiction,assignee,verification,access_level,peer_review_status,accepted,first_accessed,last_accessed,projects,used_in,n_occurrences,claim_supported,notes
Sb8459edee3b2,url:nea.gov.cn/20260625/0ccfdc1674e84868b49480edf584eb5f/202606250ccfdc1674e84868b49480edf584eb5f_27b526ec29479c4fd4bbb6f42d3ce5bbca.pdf,15th Five-Year Plan for building a new energy system,National Energy Administration of the People's Republic of China,,2026,,government,T1,zh,CN,https://www.nea.gov.cn/20260625/0ccfdc1674e84868b49480edf584eb5f/202606250ccfdc1674e84868b49480edf584eb5f_27b526ec29479c4fd4bbb6f42d3ce5bbca.pdf,,,,,,fetched,,not_applicable,True,2026-07-14T07:45:00Z,2026-07-14T07:45:00Z,06_Frontier_Idea_Research_2026-07,L11 | P3R2-F-23,2,"The plan prioritizes green-hydrogen, green-ammonia, and green-methanol production bases during the plan period through 2030.",Accepted from a P5 evidence-repair proposal after main readback.
S5cbc5d013a3a,url:revive-environmental.com/looking-back-on-2025-the-year-pfas-destruction-moved-to-commercial-execution,2025 PFAS destruction in review: from pilots to commercial execution,,Revive Environmental,,,other,T3,en,,https://revive-environmental.com/looking-back-on-2025-the-year-pfas-destruction-moved-to-commercial-execution/,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,REDTEAM_V02,2,Revive (Battelle spinout) in permitted commercial service; largest state AFFF take-back program (New Jersey); WEFTEC 2025 Innovative Technology Award.,Revive (Battelle spinout) in permitted commercial service; largest state AFFF take-back program (New Jersey); WEFTEC 2025 Innovative Technology Award.
Sc97a6ec61fdf,url:js.msa.gov.cn/art/2026/5/28/art_11440_1600133.html,2026 Jiangsu MSA Yangtze service-vessel electrification battery and propulsion-system procurement,Jiangsu Maritime Safety Administration,,2026,,government,T1,zh,CN,https://www.js.msa.gov.cn/art/2026/5/28/art_11440_1600133.html,,,,,,fetched,,not_applicable,True,2026-07-14T07:45:00Z,2026-07-14T07:45:00Z,06_Frontier_Idea_Research_2026-07,L10 | P3R2-F-12,2,Official tender 0675-266JOC007319 procures battery and electric-propulsion systems to electrify three Yangtze service vessels with a total RMB 12.3 million budget.,Accepted from a P5 evidence-repair proposal after main readback.
S81aeb4c542ed,url:miit.gov.cn/xwfb/xwfbh/bxwfbh/art/2026/art_4e9257192fe743ca84c33ffc78e94e0c.html,2026-2028 implementation plan for energy-saving equipment and actual-load efficiency evaluation,Ministry of Industry and Information Technology,,2026,,government,T1,zh-cn,CN,https://www.miit.gov.cn/xwfb/xwfbh/bxwfbh/art/2026/art_4e9257192fe743ca84c33ffc78e94e0c.html,,,,,,fetched,,not_applicable,True,2026-07-14,2026-07-14,06_Frontier_Idea_Research_2026-07,L04 | P5R2-CN-03,2,MIIT explicitly calls for industrial heat pumps and wide-range actual-load energy-efficiency evaluation.,Accepted from a P5 evidence-repair proposal after main readback.
S29fb424f20b9,url:stocktitan.net/news/scwo/374water-reports-first-quarter-2026-financial-results-gross-margins-eu8h8fzam5qq.html,374Water Q1 2026 financial results,,StockTitan / SEC 8-K,,,other,T3,en,,https://www.stocktitan.net/news/SCWO/374water-reports-first-quarter-2026-financial-results-gross-margins-eu8h8fzam5qq.html,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,REDTEAM_V02,2,"FY2025 revenue $215K (-52% YoY), cash fell $10.7M to $0.9M, Nasdaq bid-price notice; Q1-2026 revenue $551K. Public-company proof that destruction WTP is thin and slow.","FY2025 revenue $215K (-52% YoY), cash fell $10.7M to $0.9M, Nasdaq bid-price notice; Q1-2026 revenue $551K. Public-company proof that destruction WTP is thin and slow."
S4c55e99d1f07,title:45 5 tesla dc magnetic field generated with an hts magnet hahn et al,45.5-Tesla DC Magnetic Field Generated With an HTS Magnet (Hahn et al.),,nature.com,2019,2019,academic,T1,,USA,,,,,,,,paywalled,,True,2026-06-24,2026-06-24,02_Novel_Lanes_Research_2026-07,,2,"A no-insulation REBCO HTS coil (14.4 T) inside a 31.1 T resistive magnet produced 45.5 T DC, highest field achieved; winding J ~1,260 A/mm2 on 30um-substrate REBCO",Batch 09 gap-fill; primary
Sf1650adfc3cd,url:binzel-abicor.com/us/eng/products/laser-systems/4d/4d-weldwatcher,"4D WeldWatcher (Abicor Binzel) - retrofittable laser process monitoring, integrates with existing welding systems, fixed/scanner heads or in-resonator",,Abicor Binzel,,,other,T3,en,,https://www.binzel-abicor.com/US/eng/products/laser-systems/4d/4d-weldwatcher/,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,RT-V13,2,,
S62bef3efeb4b,url:corpowerocean.com/a-big-year-for-corpower-ocean,A Big Year for CorPower Ocean: 2025 Milestones & Growth,,CorPower Ocean,2026,2026-01-01,other,T3,en,,https://corpowerocean.com/a-big-year-for-corpower-ocean/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G03,2,,
Seb72112f9e97,url:pmc.ncbi.nlm.nih.gov/articles/pmc4062995,"A Combined Experimental and Finite Element Analysis Method for Estimation of Eddy-Current Loss in NdFeB Magnets (Sensors 2014; sintered NdFeB NEOFLUX-GSN35 Br=1.214 T, identified electrical conductivity sigma=0.7 MS/m)",,Sensors (MDPI) via PubMed Central,2014,2014,government,T1,en,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4062995/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V12,2,,
S34443d38b3e3,url:iopscience.iop.org/article/10.1088/1538-3873/ae36d1,A High-frequency Geodetic VLBI Experiment for Optical Clock Comparison,,IOP Publishing (Publications of the Astronomical Society of the Pacific),2026,2026-02-10,academic,T1,en,,https://iopscience.iop.org/article/10.1088/1538-3873/ae36d1,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G06,2,,
Saf485bf04692,arxiv:2112.00823,A Quench Detection and Monitoring System for Superconducting Magnets at Fermilab (in-house 3-tier: FPGA DQD + analog AQD + controls; Mu2e; HL-LHC AUP prototype),,"arXiv (Fermilab authors) — preprint page; use only paired with CS-D-12/14/16, never sole support",2021,2021-12-01,preprint,T1,en,,https://arxiv.org/abs/2112.00823,,2112.00823,,,,fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,10_COMPETITORS/CS_D_coil_tape_qc.md | 10_COMPETITORS/CS_H_fast_control_protection.md | 20_UNSOLVED/U_D.md | 20_UNSOLVED/U_H.md,2,,
Sc1fb4e8c5487,url:pmc.ncbi.nlm.nih.gov/articles/pmc9778349,A Review of PFAS Destruction Technologies,,International Journal of Environmental Research and Public Health (via PMC/NIH),2022,2022-12-07,government,T1,en,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9778349/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G02,2,,
S237a45c1acb0,url:ieeexplore.ieee.org/document/9709844,A Spoke-Supported Superconducting Rotor With Rotating Cryocooler,,"IEEE Transactions on Magnetics, vol. 58, no. 8",2022,2022,patent,T3,,,https://ieeexplore.ieee.org/document/9709844/,,,,NPL,University of Illinois (academic),,,,,,,05_CryoFree_HTS_RND_2026-07,CF-5 | True,2,Academic parent publication of the Hinetics spoke-rotor patent family; useful for enablement and public-disclosure-date checks against the patent priority date.,
S453b7590ad60,patent:NT9769961,A Study on the Electrical Contact Resistance and Thermal Conductivity of Soldered-Metal Insulation Coil With Conduction Cooling,,,,unconfirmed,academic,T3,,,,,,NT9769961,NPL,"unconfirmed (likely Korean group, KERI/Korea Univ lineage, based on SMI naming convention; unconfirmed)",,,,,,,05_CryoFree_HTS_RND_2026-07,CF-6,2,"Directly on CF-6's dual objective (engineer Rc AND thermal conductance jointly, under conduction cooling) via a solder-based interlayer; very close art, high priority for full-text pull, thermal-cycling life data presence/absence unconfirmed from abstract.",
S16df171cac2c,patent:CN106100370,A high-power and high-current aluminum alloy converter module with four-quadrant operation,,,2017,2017-05-10,patent,,,,https://patents.google.com/patent/CN106100370B/en,,,CN106100370B,CN,"Institute of Plasma Physics, CAS (ASIPP)",fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P07,2,Modular six-pulse converter bridge in open non-in-phase anti-parallel structure using water-cooled aluminum-alloy bar conductors; multiple bridges combine to 12/18/24-pulse modules supporting four-quadrant operation for fusion magnet and electrolysis supplies.,"Displays as expired (fee) after only 2 years — ASIPP construction-claim posture, not maintained. Anchors CN facility-4Q expiry horizon; citation chase off this doc yielded CN115940665A family (verified) and CN115548795B (verified this pass). U-018 context."
S8fb7abae4f87,patent:CN114678207,A parallel winding device suitable for REBCO metal insulated coils,,,2022,2022-06-28,patent,,,,https://patents.google.com/patent/CN114678207A/en,,,CN114678207A,CN,"Hefei Xihe Superconducting Technology Co., Ltd. (transferred from Institute of Energy, Hefei Comprehensive National Science Center)",fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P01,2,"Device parallel-winding REBCO tape and stainless-steel strip with damper/weight constant-tension system, grooved guide-wheel discs keeping both strips coplanar, adjustable guide heights, threaded take-up shaft for varied formers.","Merchant CN winder vendor (CS-B card 3) holds pending MI co-wind apparatus claims — the one CN merchant filing found. Pending: monitor. U-006, U-012."
S8c16de45bfb2,url:link.springer.com/article/10.1007/s41365-024-01510-5,"A real-time calibration method based on TDC for accelerator timing system (Nuclear Science and Techniques, 2024): WR deployed at HIAF among major accelerator facilities; ~5.51 ps RMS calibration precision - abstract snippet via search, color only",,Springer (Nuclear Science and Techniques),2024,2024,academic,T1,en,,https://link.springer.com/article/10.1007/s41365-024-01510-5,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,DD-V09,2,,
Sa1388de1e091,patent:CN115615347,A superconducting coil strain monitoring device based on distributed optical fiber,,,2023,2023-04-14,patent,,,,https://patents.google.com/patent/CN115615347B/en,,,CN115615347B,CN,Tsinghua University,fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P01,2,,Fiber embedded post-wind at coil edges (Stycast) for operational strain — NOT during-winding tension metrology. Nearest CN art bounding in-process strain sensing gap. U-001 adjacency; P04 overlap.
S1170a3a07b3b,patent:CN101478224,A type bus bar stacking method for large power pulse switch power supply,,,2011,2011-05-18,patent,,,,https://patents.google.com/patent/CN101478224B/en,,,CN101478224B,CN,"Institute of Modern Physics, CAS (中国科学院近代物理研究所)",fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P07,2,,"Four parallel rectifier bridges + two IGBT modules on a common cooling plate; layered copper-coin busbars on 7-35 mm pad posts minimize wiring inductance/EMI. Expired construction floor; IMP self-build posture datum (U-018, U-020 context)."
Sc466b2866f56,url:new.abb.com/news/detail/120071/prsrl-abb-robotics-and-us-start-up-molg-tackle-data-center-e-waste-with-robotic-microfactories,ABB Robotics and US start-up Molg tackle data center e-waste with robotic microfactories,,ABB,2024,2024-10,other,T3,en,,https://new.abb.com/news/detail/120071/prsrl-abb-robotics-and-us-start-up-molg-tackle-data-center-e-waste-with-robotic-microfactories,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,RT-V11,2,,
Sc94eef8c3f69,url:im-mining.com/2024/05/15/abb-and-real-progress-in-mine-electrification-with-emine-portfolio,ABB and real progress in mine electrification with eMine™ portfolio,,International Mining (im-mining.com),2024,2024-05-15,other,T3,en,,https://im-mining.com/2024/05/15/abb-and-real-progress-in-mine-electrification-with-emine-portfolio/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G08,2,,
S62caaea5d1b8,url:mining.com/abb-boliden-and-epiroc-create-first-battery-electric-trolley-underground-truck-system,"ABB, Boliden and Epiroc create first battery-electric trolley underground truck system",,MINING.COM,2024,2024-04-22,other,T3,en,,https://www.mining.com/abb-boliden-and-epiroc-create-first-battery-electric-trolley-underground-truck-system/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G08,2,,
S18339988c6df,patent:EP3014634,AC-current induced quench protection system,,,2020,2020-03-25,patent,,,,https://patents.google.com/patent/EP3014634A1/en,,,EP3014634B1,EP,European Organization for Nuclear Research (CERN),fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P09,2,Apparatus: means providing AC current of predetermined strength/frequency with control terminal receiving quench signal; on activation AC flows through superconductor with parameters selected to trigger superconducting-to-normal transition (coupling-loss heating).,LHC-era CLIQ patent (Datskov/Kirby/Ravaioli). EP-only grant seen; expiry 2034. Productized dump-by-quench features must be read against this + FSU US11217373B2.
Sf8468f69e391,url:docs.broadcom.com/doc/afbr-pocxxxl-an,AFBR-POCxxxL Optical Power Converter application note (multi-junction PPC chips; 800-830 / 960-990 / 1500-1600 nm bands; up to ~50 W class),,Broadcom,2024,2024,other,T3,en,,https://docs.broadcom.com/doc/AFBR-POCxxxL-AN,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,RT-V07,2,,
Sc7bb005fe558,url:webstore.ansi.org/standards/lia/ansiz1362015,ANSI Z136.6-2015 Safe Use of Lasers Outdoors (Class 3B/4 outdoor operation requirements),,ANSI / Laser Institute of America,2015,2015,other,T2,en,,https://webstore.ansi.org/standards/lia/ansiz1362015,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,RT-V07,2,,
Se24d51a166f7,url:datacenterdynamics.com/en/news/ashrae-publishes-liquid-cooling-guidelines-as-chip-power-moves-into-uncharted-territory,ASHRAE publishes liquid cooling guidelines as chip power moves into uncharted territory,,datacenterdynamics.com,2025,2025,academic,T3,,Global,https://www.datacenterdynamics.com/en/news/ashrae-publishes-liquid-cooling-guidelines-as-chip-power-moves-into-uncharted-territory/,,,,,,,public,,True,2026-06-24,2026-06-24,02_Novel_Lanes_Research_2026-07,,2,Timing/context for the TC 9.9 bulletin on GPU cooling concerns,Topic5
Sdecdc644c668,url:asml.com/en/products/euv-lithography-systems,ASML EUV lithography systems (product page),,asml.com,2025,2025,company,,,Netherlands,https://www.asml.com/en/products/euv-lithography-systems,,,,,,,public,,False,2026-06-24,2026-06-24,02_Novel_Lanes_Research_2026-07,,2,High-NA 0.55 NA optics 8nm resolution; EUR6B+ EUV R&D over 17yr,company claim not counted
S7a21ef56af95,url:onvector.us/pfas,About PFAS — Onvector plasma vortex technology,,Onvector,2025,2025,other,T3,en,,https://onvector.us/pfas/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G02,2,,
Sdc6cb5691e49,url:umass.edu/ials/aclarity-secures-16m-series-funding-deploy-low-energy-pfas-forever-chemical-destruction-solution,Aclarity secures $16M Series A for electrochemical PFAS destruction,,UMass IALS / Waste Today,,,other,T3,en,,https://www.umass.edu/ials/aclarity-secures-16m-series-funding-deploy-low-energy-pfas-forever-chemical-destruction-solution,,,,,,snippet,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,REDTEAM_V02,2,Funded electrochemical rival in commercial rollout since Feb 2024.,Funded electrochemical rival in commercial rollout since Feb 2024.
S823309d75727,url:iopscience.iop.org/article/10.1088/1361-6668/acf1d4,Additive manufacturing materials for structural optimisation and cooling enhancement of superconducting motors in cryo-electric aircraft,,"IOPscience, doi 10.1088/1361-6668/acf1d4",,,patent,T3,,,https://iopscience.iop.org/article/10.1088/1361-6668/acf1d4,,,,NPL,,,,,,,,05_CryoFree_HTS_RND_2026-07,CF-5 | True,2,"Adjacent structural/thermal-materials background for cryo-electric aircraft motors, not rotating-interface-specific, lower direct relevance.",
S2a409763c85d,url:keysight.com/gb/en/solutions/address-bias-source-challenges-for-multiple-qubit-control.html,Address Bias Source Challenges for Multiple Qubit Control,,Keysight Technologies,2026,2026,other,T3,en,,https://www.keysight.com/gb/en/solutions/address-bias-source-challenges-for-multiple-qubit-control.html,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G06,2,,
S11374f6d78e0,url:advancedenergy.com/zh-cn/products/plasma-power-products,Advanced Energy plasma power products (zh-cn product family),,www.advancedenergy.com,,,other,T3,en,,https://www.advancedenergy.com/zh-cn/products/plasma-power-products/,,,,,,snippet,search,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,REDTEAM_V01,2,"Global plasma-PSU specialist incumbent exists (thin-film class today, arc adjacency).","Global plasma-PSU specialist incumbent exists (thin-film class today, arc adjacency)."
S48e81070b6cc,patent:CA3111888,Alignment of HTS tapes,,,2020,2020-03-12,patent,,,,https://patents.google.com/patent/CA3111888A1/en,,,CA3111888A1,CA,Tokamak Energy Ltd,fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P01,2,,"Static cable-level alignment (c-axis reflective symmetry averaging Ic variation), not winding-machine metrology. Granted CN member — CN family presence. Nearest art for camber/orientation hypotheses."
S19fbc6a45ef2,url:magazine.cim.org/en/net-zero-challenge/all-in-on-trolley-assist-en,All in on trolley assist,,"CIM Magazine (Canadian Institute of Mining, Metallurgy and Petroleum)",2022,2022-10-19,other,T3,en,,https://magazine.cim.org/en/net-zero-challenge/all-in-on-trolley-assist-en/,,,,,,fetched,,,,2026-07-03,2026-07-03,02_Novel_Lanes_Research_2026-07,G08,2,,
Sc6f660cfd00e,title:an optical fluorescence system for quantitative pressure measurement in the dac,An Optical Fluorescence System for Quantitative Pressure Measurement in the DAC,,aip.org,1973,1973,academic,T1,,USA,,,,,,,,paywalled,,True,2026-06-24,2026-06-24,02_Novel_Lanes_Research_2026-07,,2,Ruby R-line fluorescence enables pressure measurement to 100 kbar at 0.5 kbar precision; improved cell extends gasketed range to 200 kbar,Batch 09 gap-fill; primary
S9470321dee79,patent:KR102825078,An winding system for high-temperature superconducting coil and winding method using of the same,,,2025,2025-06-25,patent,,,,https://patents.google.com/patent/KR102825078B1/en,,,KR102825078B1,KR,"SuperGenics Co., Ltd.",fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P01,2,"Winding system whose external alignment guiding device moves the HTS wire widthwise to compensate position deviation between guide rollers and bobbins of varying shape, with laser position sensors and integrated tension/speed control.","Closest found art to closed-loop placement metrology (2025 grant, KR-only found so far — watch family growth). Cites KR101597685B1. Does not claim camber/twist sensing or tension profiles. U-002, U-007."
Saa754304e5f2,patent:KO202108062285171,Analysis on electrical and thermal characteristics of MI-SS racetrack coil under conduction cooling and external magnetic field,,,,unconfirmed,academic,T3,,,,,,KO202108062285171,NPL,unconfirmed (Korean research group),,,,,,,05_CryoFree_HTS_RND_2026-07,CF-6,2,"On-point for CF-6's dual electrical/thermal framing under conduction cooling via an MI-SS interlayer, no explicit cycling-life claim per available snippet.",
S2fc45ccb9758,patent:US6452375,Apparatus for measurement of critical current in superconductive tapes,,,2002,2002-09-17,patent,,,,https://patents.google.com/patent/US6452375B1/en,,,US6452375B1,US,Triad National Security LLC (orig. University of California),fetched,,,,2026-07-04,2026-07-04,03_C12_C10_Strategy_IP_2026-07,P04,2,,National-lab art; position-locating means anticipates position-indexed tape data. Displays expired - verify before reliance.
